repo_name,cbo_mean,dit_mean,lcom_mean,cbo_total,dit_total,lcom_total
android-cjj/BeautifulRefreshLayout,4.027778,1.472222,9.333333,145,53,336
square/mortar,4.378882,1.478261,4.869565,705,238,784
avast/android-styled-dialogs,4.980000,1.520000,13.860000,249,76,693
AndroidKnife/RxBus,2.429907,1.308411,3.420561,260,140,366
scouter-project/scouter,4.737169,1.252397,16.649464,16798,4441,59039
flyingsaucerproject/flyingsaucer,6.066566,2.281392,102.706505,4010,1508,67889
qiurunze123/threadandjuc,0.968300,1.139769,4.749280,672,791,3296
hamcrest/JavaHamcrest,4.307087,1.826772,48.594488,1094,464,12343
Netflix/curator,2.444444,1.155556,2.888889,110,52,130
Netflix/EVCache,6.652941,1.376471,70.094118,1131,234,11916
xfumihiro/ViewInspector,5.435294,1.329412,9.258824,462,113,787
mcharmas/android-parcelable-intellij-plugin,4.073529,1.147059,3.176471,277,78,216
xubinux/xbin-store,3.829016,1.217617,882.943005,739,235,170408
stormzhang/9GAG,4.646465,1.454545,24.484848,460,144,2424
AnderWeb/discreteSeekBar,5.468750,1.718750,50.875000,175,55,1628
zhangxd1989/spring-boot-cloud,5.666667,1.380952,0.190476,119,29,4
EssentialsX/Essentials,7.838802,1.574893,219.897290,5495,1104,154148
thoughtbot/expandable-recycler-view,5.620690,1.931034,10.362069,326,112,601
yaphone/itchat4j,3.717391,1.000000,73.065217,171,46,3361
youseries/ureport,5.708411,1.747664,29.676636,3054,935,15877
locationtech/jts,5.103943,1.511009,50.955965,9968,2951,99517
jOOQ/jOOL,15.008043,1.077748,1368.603217,5598,402,510489
DreamOfTheRedChamber/system-design-interviews,1.790850,1.183007,1.150327,274,181,176
SpringForAll/spring-boot-starter-swagger,5.375000,1.000000,1.312500,86,16,21
searchbox-io/Jest,6.000000,2.723447,9.154309,2994,1359,4568
spotify/helios,5.957647,1.316471,19.410588,5064,1119,16499
OpenLineage/OpenLineage,8.259751,1.334440,7.220747,9953,1608,8701
klausw/hackerskeyboard,4.840336,1.521008,132.176471,576,181,15729
vivian8725118/TimeLine,5.117647,1.470588,0.647059,87,25,11
janishar/PlaceHolderView,5.904000,1.440000,35.920000,738,180,4490
apache/sedona,6.995628,1.737705,164.425137,6401,1590,150449
zcweng/ToggleButton,4.000000,1.400000,34.400000,20,7,172
mthli/Knife,3.266667,1.233333,42.800000,98,37,1284
jonashackt/spring-boot-vuejs,5.272727,1.363636,3.909091,58,15,43
android-cjj/Android-MaterialRefreshLayout,4.698413,1.603175,38.634921,296,101,2434
DozerMapper/dozer,3.494545,1.350000,26.324545,3844,1485,28957
quarkusio/quarkus-quickstarts,4.599688,1.197819,2.194704,2953,769,1409
SonicCloudOrg/sonic-agent,6.905109,1.182482,51.788321,946,162,7095
JakeWharton/ProcessPhoenix,4.200000,1.400000,2.100000,42,14,21
mcharmas/Android-ReactiveLocation,4.783019,1.433962,1.207547,507,152,128
LSPosed/AndroidHiddenApiBypass,3.266667,1.066667,20.133333,49,16,302
M66B/XPrivacy,4.877193,1.432749,22.719298,1668,490,7770
shmykelsa/AAAD,3.068376,1.042735,5.461538,359,122,639
ityouknow/spring-boot-leaning,4.800434,1.034707,5.505423,2213,477,2538
kaaass/ZerotierFix,5.288136,1.330508,12.618644,624,157,1489
qiujiayu/AutoLoadCache,5.651316,1.230263,17.125000,859,187,2603
apache/poi,6.918138,1.548099,105.070019,33297,7451,505702
tdunning/t-digest,3.777778,1.266667,15.237037,510,171,2057
normanmaurer/netty-in-action,3.676471,1.610294,0.875000,500,219,119
JorenSix/TarsosDSP,3.205179,1.543825,5.936255,1609,775,2980
Aspsine/SwipeToLoadLayout,4.500000,1.657534,23.452055,657,242,3424
bit4woo/domain_hunter_pro,2.618042,1.412668,17.395393,1364,736,9063
alibaba/dubbo-spring-boot-starter,6.266667,1.333333,25.733333,94,20,386
scalad/Note,1.333333,1.000000,5.333333,4,3,16
speedment/speedment,6.504308,1.429995,84.817447,24157,5311,315012
naver/ngrinder,5.902408,1.425856,21.416984,4657,1125,16898
twitter-archive/commons,3.446164,1.420592,5.739569,5121,2111,8529
CarpenterLee/JavaLambdaInternals,2.200000,1.000000,12.000000,11,5,60
tvbarthel/BlurDialogFragment,6.722222,1.722222,13.111111,121,31,236
smithy-lang/smithy,6.548604,1.573701,33.962531,18526,4452,96080
protostuff/protostuff,5.511321,1.846226,34.747170,5842,1957,36832
oubowu/PinnedSectionItemDecoration,6.083333,1.277778,25.138889,219,46,905
chrisbanes/philm,5.697337,2.140436,31.658596,2353,884,13075
jdbi/jdbi,4.695127,1.198830,16.805848,12043,3075,43107
Kelin-Hong/ScrollablePanel,3.541667,1.833333,4.333333,85,44,104
google/santa-tracker-android,4.382298,1.344633,20.527307,2327,714,10900
winder/Universal-G-Code-Sender,5.493859,1.946994,35.187460,8499,3012,54435
Muddz/StyleableToast,7.250000,1.500000,32.250000,29,6,129
iSafeBlue/TrackRay,5.109890,1.662088,19.560440,1860,605,7120
fossasia/open-event-droidgen,8.690377,1.648536,12.740586,2077,394,3045
luckybilly/SmartSwipe,5.128788,1.727273,116.954545,677,228,15438
ZongXR/SuperMarket,5.888889,1.197531,3.222222,477,97,261
Ramotion/android-ui-animation-components-and-libraries,0.000000,1.000000,0.000000,0,1,0
ehcache/ehcache3,6.233294,1.481047,33.334896,15951,3790,85304
apache/tinkerpop,6.948525,1.956058,94.177652,22138,6232,300050
baoyongzhang/android-PullRefreshLayout,4.780488,1.731707,22.097561,196,71,906
dromara/x-file-storage,8.567164,1.704478,49.098507,2870,571,16448
zzz40500/AndroidSweetSheet,4.576271,1.254237,8.440678,270,74,498
MiCode/Notes,5.210526,1.378947,17.242105,495,131,1638
wuyr/PathLayoutManager,7.875000,1.625000,12.125000,63,13,97
WangShuo1143368701/WSLiveDemo,4.537037,1.277778,13.666667,490,138,1476
danfickle/openhtmltopdf,5.354610,2.091017,93.923168,4530,1769,79459
Cleveroad/FanLayoutManager,4.339623,1.301887,13.792453,230,69,731
cheese10yun/spring-guide,5.766667,1.577778,1.277778,519,142,115
qaiu/netdisk-fast-download,6.019355,1.367742,12.096774,933,212,1875
NextAlone/Nagram,6.821128,1.657168,61.821128,92399,22448,837429
reark/reark,6.863905,1.443787,7.023669,1160,244,1187
Qihoo360/Quicksql,7.228824,1.787105,222.897851,28590,7068,881561
yuzhiqiang1993/zxing,5.657895,1.421053,10.710526,215,54,407
liyupi/sql-father-backend-public,4.438095,1.152381,0.885714,466,121,93
CaffeineMC/lithium,7.636364,1.190476,6.238095,3528,550,2882
DTStack/flinkStreamSQL,6.611867,1.459827,21.626700,5349,1181,17496
670848654/SakuraAnime,6.389175,1.438144,36.386598,2479,558,14118
maxiaof/github-hosts,2.590909,1.136364,9.000000,57,25,198
androidquery/androidquery,5.350877,1.469298,81.377193,1220,335,18554
